"parameter","fraction","units","seg_id","site_id","sample_id","replicate","date","info_type","result_type","data_provider","depth","sample_method","method_speciation","value","quantitation_limit","validator_qualifiers","interpreted_qualifiers"
"ammonia","total","ug/l","1701-9999","1701BLA0788_C","1701BLA0788_C_20150726T153000","1",2015-07-26,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",17,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0303-9999","0303LOR0009_C","0303LOR0009_C_20170911T090000","1",2017-09-11,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",30,21,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1301-9999","1301UWB5186_C","1301UWB5186_C_20110719T110000","1",2011-07-19,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"unknown","as n",15,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0503-9999","0503TANXXX1_C","0503TANXXX1_C_20200705T103000","1",2020-07-05,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",263,0.03,"A","Accepted"
"ammonia","total","ug/l","1301-9999","1301BUC0303_C","1301BUC0303_C_20130727T083000","1",2013-07-27,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",0,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1201-9999","1201UWB0503_DH","1201UWB0503_DH_20150806T113000","1",2015-08-06,"dp","lab","NYSDEC",NA,"probe/sensor","as n",4.7,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1301-9999","1301BUC0303_C","1301BUC0303_C_20200912T094000","1",2020-09-12,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",27.3,0.03,"J","Estimated concentration - still suitable for most data uses"
"ammonia","total","ug/l","1501-9999","1501UWB1006_C","1501UWB1006_C_20150607T104500","1",2015-06-07,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",15,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1306-9999","1306BIN0735_DH","1306BIN0735_DH_20180911T130000","1",2018-09-11,"dp","lab","NYSDEC",NA,"probe/sensor","as n",5.3,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0303-9999","0303LOR0009_C","0303LOR0009_C_20210530T110000","1",2021-05-30,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",0,0.03,"A","Accepted"
"ammonia","total","ug/l","0906-9999","0906GRA0051_C","0906GRA0051_C_20110815T090000","1",2011-08-15,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"unknown","as n",0,NA,"U","Non-detect"
"ammonia","total","ug/l","0303-9999","0303LOR0009_C","0303LOR0009_C_20190727T091000","1",2019-07-27,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",21.6,0.03,"J","Estimated concentration - still suitable for most data uses"
"ammonia","total","ug/l","0503-9999","0503TANXXX1_C","0503TANXXX1_C_20220805T113000","1",2022-08-05,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",56.669,0.03,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0202-9999","0202UWB5581_C","0202UWB5581_C_20120925T153000","1",2012-09-25,"ow","lab","NYSDEC",NA,"water_bottle","as n",0,0.01,"U","Non-detect"
"ammonia","total","ug/l","1306-9999","1306GLE0668_DH","1306GLE0668_DH_20130813T094500","1",2013-08-13,"dp","lab","NYSDEC",NA,"probe/sensor","as n",28,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0906-9999","0906GRA0051_C","0906GRA0051_C_20110902T090000","1",2011-09-02,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"unknown","as n",13,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1701-9999","1701LIL0779_C","1701LIL0779_C_20130805T190000","1",2013-08-05,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",0,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1302-9999","1302UWB0044H_C","1302UWB0044H_C_20230916T094500","1",2023-09-16,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",38.898,0.03,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0501-9999","0501MIL0016_DH","0501MIL0016_DH_20180612T121600","1",2018-06-12,"ow","lab","NYSDEC",NA,"vinyl_tube","as n",42.7,0.005,"A","Accepted"
"ammonia","total","ug/l","1201-9999","1201SUG0472_DH","1201SUG0472_DH_20160922T102025","1",2016-09-22,"dp","lab","NYSDEC",NA,"probe/sensor","as n",18,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0303-9999","0303LOR0009_C","0303LOR0009_C_20200711T114100","1",2020-07-11,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",29,0.03,"J","Estimated concentration - still suitable for most data uses"
"ammonia","total","ug/l","1501-9999","1501UWB1006_C","1501UWB1006_C_20180717T000000","1",2018-07-16,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",65,30,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0102-9999","0102LA 5022_DH","0102LA 5022_DH_20160616T085706","1",2016-06-16,"dp","lab","NYSDEC",NA,"probe/sensor","as n",22.5,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0101-9999","0101OPP5774_DH","0101OPP5774_DH_20160816T140233","1",2016-08-16,"dp","lab","NYSDEC",NA,"probe/sensor","as n",60.8,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1501-9999","1501UWB1006_C","1501UWB1006_C_20190808T074000","1",2019-08-08,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",40.4,0.03,"A","Accepted"
"ammonia","total","ug/l","1302-9999","1302UWB0044H_C","1302UWB0044H_C_20180826T000000","1",2018-08-25,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",26,30,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0501-9999","0501LOW0021_DH","0501LOW0021_DH_20170718T172000","1",2017-07-18,"dp","lab","NYSDEC",NA,"probe/sensor","as n",0,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1401-9999","1401WHI0117_C","1401WHI0117_C_20230822T092500","1",2023-08-22,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",16,0.03,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0303-9999","0303LOR0009_C","0303LOR0009_C_20180709T000000","1",2018-07-08,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",32,30,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1104-9999","1104FOU0626B_DH","1104FOU0626B_DH_20160810T140000","1",2016-08-10,"dp","lab","NYSDEC",NA,"probe/sensor","as n",5.9,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1301-9999","1301BUC0303_C","1301BUC0303_C_20230703T124600","1",2023-07-03,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",16,0.03,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1301-9999","1301BUC0303_C","1301BUC0303_C_20111008T084500","1",2011-10-08,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"unknown","as n",34,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0906-9999","0906GRA0051_C","0906GRA0051_C_20190901T090000","1",2019-09-01,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",32.8,0.03,"A","Accepted"
"ammonia","total","ug/l","0102-9999","0102UWB5214_C","0102UWB5214_C_20230722T090000","1",2023-07-22,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",164.31,0.03,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1401-9999","1401WHI0117_C","1401WHI0117_C_20230709T081500","1",2023-07-09,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",21.578,0.03,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1501-9999","1501UWB1006_C","1501UWB1006_C_20150711T090500","1",2015-07-11,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",89,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1501-9999","1501UWB1006_C","1501UWB1006_C_20150725T100700","1",2015-07-25,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",0,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1306-9999","1306UWB0464B_C","1306UWB0464B_C_20230716T090000","1",2023-07-16,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",390.858,0.03,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1306-9999","1306UWB0464B_C","1306UWB0464B_C_20180531T000000","1",2018-05-30,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",212,30,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0906-9999","0906GRA0051_C","0906GRA0051_C_20190715T091500","1",2019-07-15,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",41.8,0.03,"A","Accepted"
"ammonia","total","ug/l","0102-9999","0102UWB5214_C","0102UWB5214_C_20220903T090000","1",2022-09-03,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",22.779,0.03,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1202-9999","1202TUB0605C_DH","1202TUB0605C_DH_20110912T120000","1",2011-09-12,"ow","lab","NYSDEC",NA,"unknown","as n",0,NA,"U","Non-detect"
"ammonia","total","ug/l","1306-9999","1306UWB5602_DH","1306UWB5602_DH_20220912T140000","1",2022-09-12,"ow","lab","NYSDEC",NA,"grab","as n",16,0.01,"A","Accepted"
"ammonia","total","ug/l","0903-9999","0903UTO0304_DH","0903UTO0304_DH_20190820T102400","1",2019-08-20,"ow","lab","NYSDEC",NA,"vinyl_tube","as n",0,0.01,"U","Non-detect"
"ammonia","total","ug/l","1301-9999","1301BUC0303_C","1301BUC0303_C_20120728T084700","1",2012-07-28,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",23,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1501-9999","1501UWB1006_C","1501UWB1006_C_20140921T110000","1",2014-09-21,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",0,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1306-9999","1306UWB0464B_C","1306UWB0464B_C_20200907T100000","1",2020-09-07,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",443,0.03,"A","Accepted"
"ammonia","total","ug/l","0906-9999","0906GRA0051_C","0906GRA0051_C_20180801T000000","1",2018-07-31,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",13,30,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0102-9999","0102LA 5022_DH","0102LA 5022_DH_20160920T145623","1",2016-09-20,"dp","lab","NYSDEC",NA,"probe/sensor","as n",92.3,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1302-9999","1302BLU0122A_C","1302BLU0122A_C_20140810T000000","1",2014-08-09,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",0,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1501-9999","1501UWB1006_C","1501UWB1006_C_20110820T074500","1",2011-08-20,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"unknown","as n",28,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1301-9999","1301COX6780_DH","1301COX6780_DH_20180911T140000","1",2018-09-11,"dp","lab","NYSDEC",NA,"probe/sensor","as n",29,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1302-9999","1302UWB0044H_C","1302UWB0044H_C_20140921T092000","1",2014-09-21,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",0,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0701-9999","0701UWB5036_DH","0701UWB5036_DH_20160727T000000","1",2016-07-26,"dp","lab","NYSDEC",NA,"probe/sensor","as n",29.8,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0501-9999","0501UWB5668_DH","0501UWB5668_DH_20170719T125500","1",2017-07-19,"dp","lab","NYSDEC",NA,"probe/sensor","as n",10.6,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1701-9999","1701LIL0779_C","1701LIL0779_C_20130721T000000","1",2013-07-20,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",26,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0503-9999","0503TANXXX1_C","0503TANXXX1_C_20190901T105500","1",2019-09-01,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",52.7,0.03,"A","Accepted"
"ammonia","total","ug/l","0303-9999","0303LOR0009_C","0303LOR0009_C_20230902T094400","1",2023-09-02,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",48.082,0.03,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1501-9999","1501UWB1006_C","1501UWB1006_C_20140907T114500","1",2014-09-07,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",40,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1301-9999","1301BUC0303_C","1301BUC0303_C_20210605T111000","1",2021-06-05,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",0,0.03,"A","Accepted"
"ammonia","total","ug/l","1501-9999","1501UWB1006_C","1501UWB1006_C_20210626T085200","1",2021-06-26,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",0.015,0.03,"A","Accepted"
"ammonia","total","ug/l","1301-9999","1301BUC0303_C","1301BUC0303_C_20220806T105500","1",2022-08-06,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",111.894,0.03,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1301-9999","1301BUC0303_C","1301BUC0303_C_20220820T103500","1",2022-08-20,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",0.01,0.03,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1701-9999","1701LIL0779_C","1701LIL0779_C_20150809T124500","1",2015-08-09,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",0,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1701-9999","1701AVO0961_DH","1701AVO0961_DH_20180806T121011","1",2018-08-06,"dp","lab","NYSDEC",NA,"probe/sensor","as n",59.7,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0906-9999","0906UWB5014_C","0906UWB5014_C_20150831T120000","1",2015-08-31,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",0,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0906-9999","0906GRA0051_C","0906GRA0051_C_20190816T095900","1",2019-08-16,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",61.5,0.03,"A","Accepted"
"ammonia","total","ug/l","0501-9999","0501MIL0016_DH","0501MIL0016_DH_20180711T115500","1",2018-07-11,"ow","lab","NYSDEC",NA,"vinyl_tube","as n",10.6,0.005,"A","Accepted"
"ammonia","total","ug/l","1201-9999","1201UWB0503_DH","1201UWB0503_DH_20160922T114012","1",2016-09-22,"dp","lab","NYSDEC",NA,"probe/sensor","as n",25.5,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1301-9999","1301BUC0303_C","1301BUC0303_C_20110912T121000","1",2011-09-12,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"unknown","as n",138,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1301-9999","1301COX6780_DH","1301COX6780_DH_20180911T140000","1",2018-09-11,"ow","lab","NYSDEC",NA,"vinyl_tube","as n",29,0.005,"A","Accepted"
"ammonia","total","ug/l","1701-9999","1701BLA0788_C","1701BLA0788_C_20150713T060000","1",2015-07-13,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",0,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0101-9999","0101OPP5774_DH","0101OPP5774_DH_20160721T112246","1",2016-07-21,"dp","lab","NYSDEC",NA,"probe/sensor","as n",9.6,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1701-9999","1701BLA0788_C","1701BLA0788_C_20130630T113000","1",2013-06-30,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",25,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0102-9999","0102UWB5214_C","0102UWB5214_C_20220723T093000","1",2022-07-23,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",50.919,0.03,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","0303-9999","0303FLO1030C_DH","0303FLO1030C_DH_20150722T163000","1",2015-07-22,"dp","lab","NYSDEC",NA,"probe/sensor","as n",32,NA,"0","Data not flagged (quality control not applicable or historic data)
"
"ammonia","total","ug/l","1302-9999","1302UWB0044H_C","1302UWB0044H_C_20190825T091500","1",2019-08-25,"ow","lab","Citizens Statewide Lake Assessment Program (CSLAP)",NA,"kemmerer","as n",76.2,0.03,"A","Accepted"
